Entity,Code,Year,"Railways, passengers carried (passenger-km) (passenger-km)"
Tunisia,TUN,2012,1534000000
Tunisia,TUN,2013,1534342000
Tunisia,TUN,2014,1298000000
Tunisia,TUN,2015,1246000000
Turkey,TUR,1980,6011000000
Turkey,TUR,1981,6105000000
Turkey,TUR,1982,5440000000
Turkey,TUR,1983,5722000000
Turkey,TUR,1984,6277000000
Turkey,TUR,1985,6489000000
Turkey,TUR,1986,6052000000
Turkey,TUR,1987,6174000000
Turkey,TUR,1988,6708000000
Turkey,TUR,1989,6844000000
Turkey,TUR,1990,6410000000
Turkey,TUR,1991,6048000000
Turkey,TUR,1992,6259000000
Turkey,TUR,1993,7147000000
Turkey,TUR,1994,6335000000
Turkey,TUR,1995,5797000000
Turkey,TUR,1996,5229000000
Turkey,TUR,1997,5840000000
Turkey,TUR,1998,6160000000
Turkey,TUR,1999,6146000000
Turkey,TUR,2000,5832000000
Turkey,TUR,2001,5568000000
Turkey,TUR,2002,5204000000
Turkey,TUR,2003,5878000000
Turkey,TUR,2004,5163000000
Turkey,TUR,2005,5036000000
Turkey,TUR,2006,5277000000
Turkey,TUR,2007,5553000000
Turkey,TUR,2008,5097000000
Turkey,TUR,2009,5374000000
Turkey,TUR,2010,5491000000
Turkey,TUR,2011,5882000000
Turkey,TUR,2012,4598000000
Turkey,TUR,2013,3775000000
Turkey,TUR,2014,4393000000
Turkey,TUR,2015,4828000000
Turkey,TUR,2016,4325000000
Turkmenistan,TKM,2005,1286000000
Turkmenistan,TKM,2006,1286000000
Turkmenistan,TKM,2007,1435000000
Turkmenistan,TKM,2008,1570000000
Turkmenistan,TKM,2009,1685000000
Turkmenistan,TKM,2010,1811000000
Turkmenistan,TKM,2011,1811000000
Turkmenistan,TKM,2012,1811000000
Turkmenistan,TKM,2013,1811000000
Turkmenistan,TKM,2014,1811000000
Turkmenistan,TKM,2016,2336000000
Uganda,UGA,1981,142000000
Uganda,UGA,1982,334000000
Uganda,UGA,1983,274000000
Uganda,UGA,1984,214000000
Uganda,UGA,1985,234800000
Uganda,UGA,1986,196300000
Uganda,UGA,1987,211800000
Uganda,UGA,1988,120040000
Uganda,UGA,1989,265572999.99999997
Uganda,UGA,1990,351098000
Uganda,UGA,1991,59772000
Uganda,UGA,1992,74000000
Uganda,UGA,1993,59500000
Uganda,UGA,1994,34800000
Uganda,UGA,1995,30000000
Uganda,UGA,1997,5028000
Ukraine,UKR,1980,60160000000
Ukraine,UKR,1981,60214000000
Ukraine,UKR,1982,61295000000
Ukraine,UKR,1983,65013000000
Ukraine,UKR,1984,64799000000
Ukraine,UKR,1985,66954000000
Ukraine,UKR,1986,68580000000
Ukraine,UKR,1987,71424000000
Ukraine,UKR,1988,72859000000
Ukraine,UKR,1989,73218000000
Ukraine,UKR,1990,76038000000
Ukraine,UKR,1991,71365000000
Ukraine,UKR,1992,76196000000
Ukraine,UKR,1993,75895000000
Ukraine,UKR,1994,70882000000
Ukraine,UKR,1995,63752000000
Ukraine,UKR,1996,59079000000
Ukraine,UKR,1997,54540000000
Ukraine,UKR,1998,49928000000
Ukraine,UKR,1999,47600000000
Ukraine,UKR,2000,51767000000
Ukraine,UKR,2001,49661000000
Ukraine,UKR,2002,50544000000
Ukraine,UKR,2003,52558000000
Ukraine,UKR,2004,51726000000
Ukraine,UKR,2005,52655000000
Ukraine,UKR,2006,53230000000
Ukraine,UKR,2007,53230000000
Ukraine,UKR,2008,53056000000
Ukraine,UKR,2009,48327000000
Ukraine,UKR,2010,50240000000
Ukraine,UKR,2011,50569000000
Ukraine,UKR,2012,49203000000
Ukraine,UKR,2013,48876000000
Ukraine,UKR,2014,37065000000
Ukraine,UKR,2015,37577000000
Ukraine,UKR,2016,37360000000
United Kingdom,GBR,1980,31704000000
United Kingdom,GBR,1981,30740000000
United Kingdom,GBR,1982,27360000000
United Kingdom,GBR,1983,30100000000
United Kingdom,GBR,1984,36400000000
United Kingdom,GBR,1985,30256000000
United Kingdom,GBR,1986,30819000000
United Kingdom,GBR,1987,33140000000
United Kingdom,GBR,1988,34315000000
United Kingdom,GBR,1989,33323000000
United Kingdom,GBR,1990,33191000000
United Kingdom,GBR,1991,32058000000
United Kingdom,GBR,1992,31718000000
United Kingdom,GBR,1993,30363000000
United Kingdom,GBR,1994,28700000000
United Kingdom,GBR,1995,30000000000
United Kingdom,GBR,1996,32100000000
United Kingdom,GBR,1997,34700000000
United Kingdom,GBR,1998,36200000000
United Kingdom,GBR,1999,38500000000
United Kingdom,GBR,2000,38200000000
United Kingdom,GBR,2001,39200000000
United Kingdom,GBR,2002,39600000000
United Kingdom,GBR,2003,40900000000
United Kingdom,GBR,2004,41800000000
United Kingdom,GBR,2005,44036000000
United Kingdom,GBR,2006,46764000000
United Kingdom,GBR,2007,49635000000
United Kingdom,GBR,2008,51759000000
United Kingdom,GBR,2009,51467000000
United Kingdom,GBR,2010,55019000000
United Kingdom,GBR,2011,62729000000
United Kingdom,GBR,2012,64324000000
United Kingdom,GBR,2013,59535770000
United Kingdom,GBR,2014,62296680000
United States,USA,2005,8869000000
United States,USA,2006,8660000000
United States,USA,2007,9059000000
United States,USA,2008,9935000000
United States,USA,2009,9476000000
United States,USA,2010,9518000000
United States,USA,2011,9518000000
United States,USA,2012,9518000000
United States,USA,2013,10960000000
United States,USA,2014,10740560000
United States,USA,2015,10518690000
United States,USA,2016,10492000000
Upper middle income,,1980,2555500000
Upper middle income,,1985,2532000000
Upper middle income,,1986,2941000000
Upper middle income,,1987,2804000000
Upper middle income,,1988,5139998000
Upper middle income,,1989,4752239900
Upper middle income,,1990,4573386700
Upper middle income,,1991,4083524500
Upper middle income,,1992,5046500000
Upper middle income,,1993,3114500000
Upper middle income,,1994,2044500000
Upper middle income,,1995,1848000000
Upper middle income,,1997,3692500000
Upper middle income,,1999,2565500000
Upper middle income,,2000,2429500000
Upper middle income,,2005,1077500000
Upper middle income,,2006,1120000000
Upper middle income,,2007,1814000000
Upper middle income,,2008,1285000000
Upper middle income,,2009,1527000000
Upper middle income,,2010,1527000000
Upper middle income,,2011,1002500000
Upper middle income,,2012,1425500000
Upper middle income,,2013,1425500000
Upper middle income,,2014,1756625000
Uruguay,URY,1980,417500000
Uruguay,URY,1981,338600000
Uruguay,URY,1982,273700000
Uruguay,URY,1983,311700000
Uruguay,URY,1984,330700000
Uruguay,URY,1985,240800000
Uruguay,URY,1986,195600000
Uruguay,URY,1987,141000000
Uruguay,URY,1995,513900000
Uruguay,URY,1996,212520000
Uruguay,URY,2003,11465000
Uruguay,URY,2004,10465000
Uruguay,URY,2008,15000000
Uzbekistan,UZB,1994,5368000000
Uzbekistan,UZB,1995,2497000000
Uzbekistan,UZB,1996,2029000000
Uzbekistan,UZB,1997,2186000000
Uzbekistan,UZB,1998,2188000000
Uzbekistan,UZB,1999,1898000000
Uzbekistan,UZB,2000,2163000000
Uzbekistan,UZB,2002,2163000000
Uzbekistan,UZB,2005,2012000000
Uzbekistan,UZB,2006,2012000000
Uzbekistan,UZB,2007,2339000000
Uzbekistan,UZB,2008,2264000000
Uzbekistan,UZB,2009,2832000000
Uzbekistan,UZB,2010,2905000000
Uzbekistan,UZB,2011,3025000000
Uzbekistan,UZB,2012,3025000000
Uzbekistan,UZB,2013,3025000000
Uzbekistan,UZB,2014,3437000000
Uzbekistan,UZB,2016,3934000000
Venezuela,VEN,1980,28000000
Venezuela,VEN,1981,9000000
Venezuela,VEN,1982,18000000
Venezuela,VEN,1983,22000000
Venezuela,VEN,1984,12000000
Venezuela,VEN,1985,7000000
Venezuela,VEN,1986,17000000
Venezuela,VEN,1987,22000000
Venezuela,VEN,1988,28000000
Venezuela,VEN,1989,37000000
Venezuela,VEN,1990,64000000
Venezuela,VEN,1991,54000000
Venezuela,VEN,1992,46000000
Venezuela,VEN,1993,44000000
Venezuela,VEN,1994,31000000
Venezuela,VEN,1995,12000000
Vietnam,VNM,1980,4487700000
Vietnam,VNM,1981,3011700000
Vietnam,VNM,1982,2962900000
Vietnam,VNM,1983,3009800000
Vietnam,VNM,1984,3628600000
Vietnam,VNM,1985,3358700000
Vietnam,VNM,1986,4195600000.0000005
Vietnam,VNM,1987,4854100000
Vietnam,VNM,1988,3505600000
Vietnam,VNM,1989,2109341000
Vietnam,VNM,1990,1912957000
Vietnam,VNM,1991,1767069000
Vietnam,VNM,1992,1751669000
Vietnam,VNM,1993,1725163000
Vietnam,VNM,1994,1796000000
Vietnam,VNM,1995,2133199999.9999998
Vietnam,VNM,1996,2260700000
Vietnam,VNM,1997,2484000000
Vietnam,VNM,1998,2542000000
Vietnam,VNM,1999,2722000000
Vietnam,VNM,2000,3200000000
Vietnam,VNM,2002,3426000000
Vietnam,VNM,2003,4041000000
Vietnam,VNM,2004,4376000000
Vietnam,VNM,2005,4558000000
Vietnam,VNM,2006,4333000000
Vietnam,VNM,2007,4659000000
Vietnam,VNM,2008,4659000000
Vietnam,VNM,2009,4129000000
Vietnam,VNM,2010,4378000000
Vietnam,VNM,2011,4571000000
Vietnam,VNM,2012,4558000000
Vietnam,VNM,2013,4548000000
Vietnam,VNM,2014,4252580000
Vietnam,VNM,2015,4233880000
Vietnam,VNM,2016,3416000000
World,OWID_WRL,1983,2781400000
World,OWID_WRL,1984,2993500000
World,OWID_WRL,1985,2718000000
World,OWID_WRL,1986,2180000000
World,OWID_WRL,1987,2068945000.0000002
World,OWID_WRL,1989,2807500000
World,OWID_WRL,1990,2885950000
World,OWID_WRL,1991,2689700000
World,OWID_WRL,1993,2678500000
World,OWID_WRL,1994,1855000000
World,OWID_WRL,1995,1566000000
World,OWID_WRL,1997,1656000000
World,OWID_WRL,2000,1389000000
World,OWID_WRL,2005,2166000000
World,OWID_WRL,2006,2134500000
World,OWID_WRL,2008,2133500000
World,OWID_WRL,2013,2946000000
Zambia,ZMB,1981,416024000
Zambia,ZMB,1982,536268000
Zambia,ZMB,1983,565524000
Zambia,ZMB,1984,449190000
Zambia,ZMB,1985,307582000
Zambia,ZMB,1986,355000000
Zambia,ZMB,1987,422000000
Zambia,ZMB,1988,422000000
Zambia,ZMB,1989,484000000
Zambia,ZMB,1990,338000000
Zambia,ZMB,1991,176000000
Zambia,ZMB,1992,202000000
Zambia,ZMB,1993,159000000
Zambia,ZMB,1994,336000000
Zambia,ZMB,1995,267000000
Zambia,ZMB,1996,280000000
Zambia,ZMB,1997,236000000
Zambia,ZMB,1998,220000000
Zambia,ZMB,1999,186000000
Zambia,ZMB,2000,183000000
Zimbabwe,ZWE,1980,327030000
Zimbabwe,ZWE,1981,532000000
Zimbabwe,ZWE,1982,661000000
Zimbabwe,ZWE,1983,714000000
Zimbabwe,ZWE,1984,824000000
Zimbabwe,ZWE,1985,885000000
Zimbabwe,ZWE,1986,880000000
Zimbabwe,ZWE,1987,709000000
Zimbabwe,ZWE,1988,708828000
Zimbabwe,ZWE,1989,870403000
Zimbabwe,ZWE,1990,781459000
Zimbabwe,ZWE,1991,571410000
Zimbabwe,ZWE,1992,659826000
Zimbabwe,ZWE,1993,588149000
Zimbabwe,ZWE,1994,651421000
Zimbabwe,ZWE,1995,545977000
Zimbabwe,ZWE,1996,511000000
Zimbabwe,ZWE,1997,583000000
